code,description
B1597,Short vers l’avant de circuit de commutateur de Seatback Autoglide du siège du conducteur à la terre
B1598,Short arrière de circuit de commutateur de Seatback Autoglide du siège du conducteur à la terre
B1599,Short vers l’avant de circuit de commutateur de Seatback Autoglide du passager à la terre
B1600,Le signal de transpondeur de clef d’allumage de TAPOTEMENTS n’est pas reçu
B1601,Les TAPOTEMENTS ont reçu le Clef-Code incorrect du transpondeur de clef d’allumage
B1602,Les TAPOTEMENTS ont reçu le format inadmissible du Clef-Code du transpondeur de clef d’allumage
B1603,Échec anti-vol de circuit d’indicateur de lampe
B1604,Circuit anti-vol d’indicateur de lampe ouvert
B1605,Short anti-vol de circuit d’indicateur de lampe à la batterie
B1606,Short anti-vol de circuit d’indicateur de lampe à la terre
B1607,Échec lumineux de circuit d’entrée d’entrée
B1608,Circuit ouvert entré par entrée lumineux
B1609,Court-circuit lumineux d’entrée d’entrée à la batterie
B1610,Court-circuit lumineux d’entrée d’entrée à la terre
B1611,Échec arrière de circuit de commutateur choisi de mode d’essuie-glace
B1612,Circuit arrière de commutateur choisi de mode d’essuie-glace ouvert
B1613,Short arrière de circuit de commutateur choisi de mode d’essuie-glace à la batterie
B1614,Short arrière de circuit de commutateur choisi de mode d’essuie-glace à la terre
B1615,L’arrière d’essuie-glace neutralisent l’échec de circuit de commutateur
B1616,L’arrière d’essuie-glace neutralisent le circuit de commutateur ouvert
B1617,L’arrière d’essuie-glace neutralisent le short de circuit de commutateur à la batterie
B1618,L’arrière d’essuie-glace neutralisent le short de circuit de commutateur pour rectifier
B1619,Échec arrière de circuit d’entrée de basse limite d’essuie-glace
B1620,Circuit d’entrée arrière de basse limite d’essuie-glace ouvert
B1621,Short arrière de circuit d’entrée de basse limite d’essuie-glace à la batterie
B1622,Short arrière de circuit d’entrée de basse limite d’essuie-glace à la terre
B1623,Échec de circuit de rendement de bloc de touches de lampe
B1624,Circuit ouvert produit par bloc de touches de lampe
B1625,Court-circuit de rendement de bloc de touches de lampe à la batterie
B1626,Court-circuit de rendement de bloc de touches de lampe à la terre
B1627,Échec renversé de circuit d’entrée de PRNDL
B1628,Circuit ouvert d’entrée renversée de PRNDL
B1629,Short renversé d’entrée de PRNDL à la batterie
B1630,Court-circuit renversé d’entrée de PRNDL à la terre
B1631,Échec gauche de circuit de conducteur de miroir
B1632,Le conducteur de miroir a laissé le circuit ouvert
B1633,Short gauche de circuit de conducteur de miroir à la batterie
B1634,Short gauche de circuit de conducteur de miroir à la terre
B1635,Échec de circuit de droite de conducteur de miroir
B1636,Circuit de droite de conducteur de miroir ouvert
B1637,Short de circuit de droite de conducteur de miroir à la batterie
B1638,Short de droite de conducteur de miroir à la terre
B1639,Échec gauche de circuit de passager de miroir
B1640,Le passager de miroir a laissé le circuit ouvert
B1641,Short gauche de circuit de passager de miroir à la batterie
B1642,Short gauche de circuit de passager de miroir à la terre
B1643,Échec de circuit de droit de passager de miroir
B1644,Circuit de droit de passager de miroir ouvert
B1645,Short de circuit de droit de passager de miroir à la batterie
B1646,Short de circuit de droit de passager de miroir à la terre
B1647,Le conducteur de siège reposent échec vers l’avant de circuit
B1648,Le conducteur de siège reposent circuit vers l’avant ouvert
B1649,Le conducteur de siège reposent short vers l’avant de circuit à la batterie
B1650,Le conducteur de siège reposent short vers l’avant de circuit à la terre
B1651,Le conducteur de siège reposent échec en arrière de circuit
B1652,Le conducteur de siège reposent circuit en arrière ouvert
B1653,Le conducteur de siège reposent short en arrière de circuit à la batterie
B1654,Le conducteur de siège reposent short en arrière de circuit à la terre
B1655,Poser l’arrière de conducteur vers le haut de l’échec de circuit
B1656,Poser l’arrière de conducteur vers le haut du circuit ouvert
B1657,Poser l’arrière de conducteur vers le haut du short de circuit à la batterie
B1658,Poser l’arrière de conducteur vers le haut du short de circuit pour rectifier
B1659,Poser l’avant de conducteur vers le haut de l’échec de circuit
B1660,Poser l’avant de conducteur vers le haut du circuit ouvert
B1661,Poser l’avant de conducteur vers le haut du short de circuit à la batterie
B1662,Poser l’avant de conducteur vers le haut du short de circuit pour rectifier
B1663,Poser le moteur haut/bas avant de conducteur calé
B1664,Poser le moteur haut/bas arrière de conducteur calé
B1665,Poser le conducteur qu’en avant/circulent en voiture vers l’arrière calé
B1666,Le conducteur de siège reposent moteur calé
B1667,Le moteur haut/bas de conducteur de miroir a calé
B1668,Le conducteur de miroir droit/a laissé le moteur calé
B1669,Le moteur haut/bas de passager de miroir a calé
B1670,Le passager de miroir droit/a laissé le moteur calé
B1671,Tension de module de batterie hors de gamme
B1672,Poser l’échec occupé par conducteur de circuit d’entrée
B1673,Poser le circuit d’entrée occupé par conducteur ouvert
B1674,Poser le short occupé par conducteur de circuit d’entrée à la batterie
B1675,Poser le short occupé par conducteur de circuit d’entrée pour rectifier
B1676,Tension de paquet de batterie hors de gamme
B1677,Échec de circuit d’entrée de panique d’alarme
B1678,Circuit d’entrée de panique d’alarme ouvert
B1679,Short de circuit d’entrée de panique d’alarme à la batterie
B1680,Short de circuit d’entrée de panique d’alarme à la terre
B1681,Le signal de module d’émetteur récepteur de TAPOTEMENTS n’est pas reçu
B1682,Les TAPOTEMENTS est handicapé (le lien de contrôle entre les TAPOTEMENTS et le transpondeur)
B1683,Échec de circuit de commutateur de conducteur/passager de miroir
B1684,Conducteur de miroir/circuit commutateur de passager ouvert
B1685,Échec de circuit d’entrée de dôme de lampe
B1686,Circuit d’entrée de dôme de lampe ouvert
B1687,Short de circuit d’entrée de dôme de lampe à la batterie
B1688,Short de circuit d’entrée de dôme de lampe à la terre
B1689,Autolamp retardent l’échec de circuit
B1690,Autolamp retardent le circuit ouvert
B1691,Autolamp retardent le short de circuit à la batterie
B1692,Autolamp retardent le short de circuit pour rectifier
B1693,Autolamp sur l’échec de circuit
B1694,Autolamp sur le circuit ouvert
B1695,Autolamp sur le short de circuit à la batterie
B1696,Autolamp sur le short de circuit à la terre
B1697,Short de circuit de commutateur de conducteur/passager de miroir à la batterie
B1698,Short de circuit de commutateur de conducteur/passager de miroir à la terre
B1699,Short occupé de circuit de commutateur du siège de passager à la terre
B1700,Short de circuit de réducteur de tension de la ceinture de sécurité du passager à la terre
B1701,Le conducteur de siège reposent échec vers l’avant de circuit de commutateur
B1702,Le conducteur de siège reposent circuit vers l’avant de commutateur ouvert
B1703,Le conducteur de siège reposent short vers l’avant de circuit de commutateur à la batterie
B1704,Le conducteur de siège reposent short vers l’avant de circuit de commutateur à la terre
B1705,Le conducteur de siège reposent échec arrière de circuit de commutateur
B1706,Le conducteur de siège reposent circuit arrière de commutateur ouvert
B1707,Le conducteur de siège reposent short arrière de circuit de commutateur à la batterie
B1708,Le conducteur de siège reposent short arrière de circuit de commutateur à la terre
B1709,Poser l’avant de conducteur vers le haut de l’échec de circuit de commutateur
B1710,Poser l’avant de conducteur vers le haut du circuit de commutateur ouvert
B1711,Poser l’avant de conducteur vers le haut du short de circuit de commutateur à la batterie
B1712,Poser l’avant de conducteur vers le haut du short de circuit de commutateur pour rectifier
B1713,Poser le conducteur avant commutent vers le bas l’échec de circuit
B1714,Poser le conducteur avant commutent vers le bas le circuit ouvert
B1715,Poser le conducteur avant commutent vers le bas le short de circuit à la batterie
B1716,Poser le conducteur avant commutent vers le bas le short de circuit à la terre
B1717,Poser l’échec vers l’avant de circuit de commutateur de conducteur
B1718,Poser le circuit vers l’avant de commutateur de conducteur ouvert
B1719,Poser le short vers l’avant de circuit de commutateur de conducteur à la batterie
B1720,Poser le short vers l’avant de circuit de commutateur de conducteur pour rectifier
B1721,Poser l’échec arrière de circuit de commutateur de conducteur
B1722,Poser le circuit arrière de commutateur de conducteur ouvert
B1723,Poser le short arrière de circuit de commutateur de conducteur à la batterie
B1724,Poser le short arrière de circuit de commutateur de conducteur pour rectifier
B1725,Poser l’arrière de conducteur vers le haut de l’échec de circuit de commutateur
B1726,Poser l’arrière de conducteur vers le haut du circuit de commutateur ouvert
B1727,Poser l’arrière de conducteur vers le haut du short de circuit de commutateur à la batterie
B1728,Poser l’arrière de conducteur vers le haut du short de circuit de commutateur pour rectifier
B1729,Poser le conducteur arrière commutent vers le bas l’échec de circuit
B1730,Poser le conducteur arrière commutent vers le bas le circuit ouvert
B1731,Poser le conducteur arrière commutent vers le bas le short de circuit à la batterie
B1732,Poser le conducteur arrière commutent vers le bas le short de circuit à la terre
B1733,Refléter l’échec vertical de circuit de commutateur de conducteur
B1734,Refléter le circuit vertical de commutateur de conducteur ouvert
B1735,Refléter le short vertical de circuit de commutateur de conducteur à la batterie
B1736,Refléter le short vertical de circuit de commutateur de conducteur pour rectifier
B1737,Refléter l’échec horizontal de circuit de commutateur de conducteur
B1738,Refléter le circuit horizontal de commutateur de conducteur ouvert
B1739,Refléter le short horizontal de circuit de commutateur de conducteur à la batterie
B1740,Refléter le short horizontal de circuit de commutateur de conducteur pour rectifier
B1741,Refléter l’échec vertical de circuit de commutateur de passager
B1742,Refléter le circuit vertical de commutateur de passager ouvert
B1743,Refléter le short vertical de circuit de commutateur de passager à la batterie
B1744,Refléter le short vertical de circuit de commutateur de passager pour rectifier
B1745,Refléter l’échec horizontal de circuit de commutateur de passager
B1746,Refléter le circuit horizontal de commutateur de passager ouvert
B1747,Refléter le short horizontal de circuit de commutateur de passager à la batterie
B1748,Refléter le short horizontal de circuit de commutateur de passager pour rectifier
B1749,Parc/échec neutre de circuit de commutateur
B1750,Parc/circuit neutre de commutateur ouvert
B1751,Parc/short neutre de circuit de commutateur à la batterie
B1752,Parc/short neutre de circuit de commutateur à la terre
B1753,Échec instantané de circuit de rendement de risque
B1754,Circuit de rendement instantané de risque ouvert
B1755,Batterie instantanée de short de circuit de rendement de risque
B1756,Short instantané de circuit de rendement de risque à la terre
B1757,Poser le conducteur arrière circuitent vers le bas l’échec
B1758,Poser le conducteur arrière circuitent vers le bas ouvert
B1759,Poser le conducteur arrière circuitent vers le bas sous peu à la batterie
B1760,Poser le conducteur arrière circuitent vers le bas sous peu à la terre
B1761,Poser le conducteur avant circuitent vers le bas l’échec
B1762,Poser le conducteur avant circuitent vers le bas ouvert
B1763,Poser le conducteur avant circuitent vers le bas sous peu à la batterie
B1764,Poser le conducteur avant circuitent vers le bas sous peu à la terre
B1765,Poser l’échec vers l’avant de circuit de conducteur
B1766,Poser le circuit vers l’avant de conducteur ouvert
B1767,Poser le short vers l’avant de circuit de conducteur à la batterie
B1768,Poser le short vers l’avant de circuit de conducteur pour rectifier
B1769,Poser l’échec en arrière de circuit de conducteur
B1770,Poser le circuit en arrière de conducteur ouvert
B1771,Poser le short en arrière de circuit de conducteur à la batterie
B1772,Poser le short en arrière de circuit de conducteur pour rectifier
B1773,Refléter le conducteur vers le haut de l’échec de circuit
B1774,Refléter le conducteur vers le haut du circuit ouvert
B1775,Refléter le conducteur vers le haut du short de circuit à la batterie
B1776,Refléter le conducteur vers le haut du short de circuit pour rectifier
B1777,Short de circuit de réducteur de tension de la ceinture de sécurité du conducteur à la terre
B1778,Le conducteur de miroir circuitent vers le bas l’échec
B1779,Le conducteur de miroir circuitent vers le bas ouvert
B1780,Le conducteur de miroir circuitent vers le bas sous peu à la batterie
B1781,Le conducteur de miroir court-circuitent vers le bas pour rectifier
B1782,Passager de miroir vers le haut d’échec de circuit
B1783,Passager de miroir vers le haut du circuit ouvert
B1784,Passager de miroir vers le haut de short de circuit à la batterie
B1785,Passager de miroir vers le haut de short de circuit à la terre
B1786,Le passager de miroir circuitent vers le bas l’échec
B1787,Le passager de miroir circuitent vers le bas ouvert
B1788,Le passager de miroir circuitent vers le bas sous peu à la batterie
B1789,Le passager de miroir circuitent vers le bas sous peu à la terre
B1790,Échec de circuit d’entrée de sonde d’Autolamp
B1791,Circuit d’entrée de sonde d’Autolamp ouvert
B1792,Short de circuit d’entrée de sonde d’Autolamp à la batterie
B1793,Short de circuit d’entrée de sonde d’Autolamp à la terre
B1794,Échec de circuit de Bas-Faisceau de phare de lampe
B1795,Circuit de Bas-Faisceau de phare de lampe ouvert
B1796,Short de circuit de Bas-Faisceau de phare de lampe à la batterie
B1797,Short de circuit de Bas-Faisceau de phare de lampe à la terre
B1798,Échec de circuit de rendement d’avant de signal de tour de lampe
B1799,Circuit de rendement d’avant de signal de tour de lampe ouvert
B1800,Short de circuit de rendement d’avant de signal de tour de lampe à la batterie
B1801,Short de circuit de rendement d’avant de signal de tour de lampe à la terre
B1802,Échec de circuit de rendement d’arrière de signal de tour de lampe
B1803,Circuit de rendement d’arrière de signal de tour de lampe ouvert
B1804,Short de circuit de rendement d’arrière de signal de tour de lampe à la batterie
B1805,Short de circuit de rendement d’arrière de signal de tour de lampe à la terre
B1806,Échec de circuit de rendement de queue de lampe
B1807,Circuit de rendement de queue de lampe ouvert
B1808,Short de circuit de rendement de queue de lampe à la batterie
B1809,Short de circuit de rendement de queue de lampe à la terre
B1810,Échec de secours de circuit d’entrée de commutateur de lampe
B1811,Circuit d’entrée de secours de commutateur de lampe ouvert
B1812,Short de secours de circuit d’entrée de commutateur de lampe à la batterie
B1813,Short de secours de circuit d’entrée de commutateur de lampe à la terre
B1814,Le moteur arrière d’essuie-glace transmettent par relais vers le bas l’échec de circuit d’enroulement
B1815,Le moteur arrière d’essuie-glace transmettent par relais vers le bas le circuit d’enroulement ouvert
B1816,Le moteur arrière d’essuie-glace transmettent par relais vers le bas le short de circuit d’enroulement à la batterie
B1817,Le moteur arrière d’essuie-glace transmettent par relais vers le bas le short de circuit d’enroulement à la terre
B1818,Échec haut de circuit d’enroulement de relais de moteur arrière d’essuie-glace
B1819,Circuit haut d’enroulement de relais de moteur arrière d’essuie-glace ouvert
B1820,Short haut de circuit d’enroulement de relais de moteur arrière d’essuie-glace à la batterie
B1821,Short haut de circuit d’enroulement de relais de moteur arrière d’essuie-glace à la terre
B1822,Échec arrière de circuit d’entrée de sens de parc d’essuie-glace
B1823,Circuit d’entrée arrière de sens de parc d’essuie-glace ouvert
B1824,Short arrière de circuit d’entrée de sens de parc d’essuie-glace à la batterie
B1825,Short arrière de circuit d’entrée de sens de parc d’essuie-glace à la terre
B1826,Échec élevé arrière de circuit d’entrée de limite d’essuie-glace
B1827,Wiper Rear High Limit Input Circuit Open
B1828,Wiper Rear High Limit Input Circuit Short To Battery
B1829,Wiper Rear High Limit Input Circuit Short To Ground
B1830,Door Unlock Disarm Switch Circuit Failure
B1831,Door Unlock Disarm Switch Circuit Open
B1832,Door Unlock Disarm Switch Circuit Short To Battery
B1833,Door Unlock Disarm Switch Circuit Short To Ground
B1834,Door Unlock Disarm Output Circuit Failure
B1835,Door Unlock Disarm Output Circuit Open
B1836,Door Unlock Disarm Output Circuit Short To Battery
B1837,Door Unlock Disarm Output Circuit Short To Ground
B1838,Battery Saver Power Relay Circuit Failure
B1839,Wiper Rear Motor Circuit Failure
B1840,Wiper Front Power Circuit Failure
B1841,Wiper Front Power Circuit Open
B1842,Wiper Front Power Circuit Short To Battery
B1843,Wiper Front Power Circuit Short To Ground
B1844,Phone Handset Circuit Failure
B1845,Ignition Tamper Circuit Failure
B1846,Ignition Tamper Circuit Open
B1847,Ignition Tamper Circuit Short To Battery
B1848,Ignition Tamper Circuit Short To Ground
B1849,Climate Control Temperature Differential Circuit Failure
B1850,Climate Control Temperature Differential Circuit Open
B1851,Climate Control Temperature Differential Circuit Short To Battery
B1852,Climate Control Temperature Differential Circuit Short To Ground
B1853,Climate Control Air Temperature Internal Sensor Motor Circuit Failure
B1854,Climate Control Air Temperature Internal Sensor Motor Circuit Open
B1855,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Battery
B1856,Climate Control Air Temperature Internal Sensor Motor Circuit Short To Ground
B1857,Climate Control On/Off Switch Circuit Failure
B1858,Climate Control A/C Pressure Switch Circuit Failure
B1859,Climate Control A/C Pressure Switch Circuit Open
B1860,Climate Control A/C Pressure Switch Circuit Short To Battery
B1861,Climate Control A/C Pressure Switch Circuit Short To Ground
B1862,Climate Control A/C Lock Sensor Failure
B1863,Ground ECU Circuit Open
B1864,Battery Power Supply ECU Circuit Failure
B1865,Battery Power Supply ECU Circuit Open
B1866,Battery Power Supply ECU Circuit Short To Battery
B1867,Battery Power Supply ECU Circuit Short To Ground
B1868,Lamp Air Bag Warning Indicator Circuit Failure
B1869,Lamp Air Bag Warning Indicator Circuit Open
B1870,Lamp Air Bag Warning Indicator Circuit Short To Battery
B1871,Passenger Air Bag Disable Module Fault
B1872,Turn Signal /Hazard Power Feed Circuit Short To Battery
B1873,Turn Signal /Hazard Power Feed Circuit Short To Ground
B1874,Cellular Phone Handset Not Present
B1875,Turn Signal /Hazard Switch Signal Circuit Failure
B1876,Seatbelt Driver Pretensioner Circuit Failure
B1877,Seatbelt Driver Pretensioner Circuit Open
B1878,Seatbelt Driver Pretensioner Circuit Short to Battery
B1879,Seatbelt Driver Pretensioner Circuit Short to Ground
B1880,Seatbelt Passenger Pretensioner Circuit Failure
B1881,Seatbelt Passenger Pretensioner Circuit Open
B1882,Seatbelt Passenger Pretensioner Circuit Short to Battery
B1883,Seatbelt Passenger Pretensioner Circuit Short to Ground
B1884,PAD Warning Lamp Inoperative
B1885,Seatbelt Driver Pretensioner Circuit Resistance Low on Squib
B1886,Seatbelt Passenger Pretensioner Circuit Resistance Low on Squib
B1887,Air Bag Driver Circuit Resistance Low or Shorted Together
B1888,Air Bag Passenger Circuit Resistance Low or Shorted Together
B1889,Passenger Airbag Disable Module Sensor Obstructed
B1890,PAD Warning Lamp Circuit Short to Battery
B1891,Air Bag Tone Warning Indicator Circuit Short to Battery
B1892,Air Bag Tone Warning Indicator Circuit Failure
B1893,GPS Antenna Open Circuit
B1894,Wiper Rear Motor Speed Sense Circuit Failure
B1895,Driver’s /Passenger’s Door Ajar Output Circuit Failure
B1896,Driver’s /Passenger’s Door Ajar Output Circuit Short to Battery
B1897,Horn Switch Circuit Failure
B1898,Chime Input #2 Circuit Short to Ground
B1899,Microphone Input Signal Circuit Open
B1900,Driver Side Airbag Fault
B1901,Air Bag Crash Sensor #1 Feed/Return Circuit Short To Ground
B1902,Air Bag Crash Sensor #1 Ground Circuit Failure
B1903,Air Bag Crash Sensor #1 Ground Circuit Short To Battery
B1904,Air Bag Crash Sensor #2 Feed/Return Circuit Failure
B1905,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Battery
B1906,Air Bag Crash Sensor #2 Feed/Return Circuit Short To Ground
B1907,Air Bag Crash Sensor #2 Ground Circuit Failure
B1908,Air Bag Crash Sensor #2 Ground Circuit Short To Battery
B1909,Air Bag Crash Sensor #2 Ground Circuit Short To Ground
B1910,Air Bag Diagnostic Monitor Ground Circuit Failure
B1911,Air Bag Diagnostic Monitor Ground Circuit Short To Battery
B1912,Air Bag Diagnostic Monitor Ground Circuit Short To Ground
B1913,Air Bag Driver/Passenger Circuit Short To Ground
B1914,Air Bag Crash Sensors #1 /#2 Circuit Short To Ground
B1915,Air Bag Driver Circuit Failure
B1916,Air Bag Driver Circuit Short To Battery
B1917,Air Bag Memory Clear Circuit Failure
B1918,Air Bag Memory Clear Circuit Open
B1919,Air Bag Memory Clear Circuit Short To Battery
B1920,Air Bag Passenger Circuit Failure
B1921,Air Bag Diagnostic Monitor Ground Circuit Open
B1922,Air Bag Safing Sensor Output Circuit Short To Battery
B1923,Air Bag Memory Clear Circuit Short To Ground
B1924,Air Bag Internal Diagnostic Monitor Fault or System Disarm Fault
B1925,Air Bag Passenger Circuit Short To Battery
B1926,Air Bag Passenger Pressure Switch Circuit Failure
B1927,Passenger Side Airbag Fault
B1928,Air Bag Safing Sensor Output Circuit Failure
B1929,Air Bag Safing Sensor Output Circuit Open
B1930,Air Bag Safing Sensor Output Circuit Short To Ground
B1931,Air Bag Crash Sensor #1 Feed/Return Circuit Failure
B1932,Air Bag Driver Circuit Open
B1933,Air Bag Passenger Circuit Open
B1934,Air Bag Driver Inflator Circuit Resistance Low on Squib
B1935,Air Bag Passenger Inflator Circuit Resistance Low on Squib
B1936,Air Bag Driver Circuit Short To Ground
B1937,Air Bag Passenger Pressure Switch Circuit Open
B1938,Air Bag Passenger Circuit Short To Ground
B1939,Air Bag Passenger Pressure Switch Circuit Short To Ground
B1941,Air Bag Crash Sensor #1 Feed/Return Circuit Open
B1942,Air Bag Crash Sensor #2 Feed/Return Circuit Open
B1943,Air Bag Crash Sensor #1 Ground Circuit Short To Ground
B1944,Air Bag Crash Sensor #1 Ground Circuit Open
B1945,Air Bag Crash Sensor #2 Ground Circuit Open
B1946,Climate Control A/C Post Evaporator Sensor Circuit Failure
B1947,Climate Control A/C Post Evaporator Sensor Circuit Short To Ground
B1948,Climate Control Water Temperature Sensor Circuit Failure
B1949,Climate Control Water Temperature Sensor Circuit Short To Ground
B1950,Seat Rear Up/Down Potentiometer Feedback Circuit Failure
B1951,Seat Rear Up/Down Potentiometer Feedback Circuit Open
B1952,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Battery
B1953,Seat Rear Up/Down Potentiometer Feedback Circuit Short To Ground
B1954,Seat Front Up/Down Potentiometer Feedback Circuit Failure
B1955,Seat Front Up/Down Potentiometer Feedback Circuit Open
B1956,Seat Front Up/Down Potentiometer Feedback Circuit Short To Battery
B1957,Seat Front Up/Down Potentiometer Feedback Circuit Short To Ground
B1958,Seat Recline Forward/Backward Potentiometer Feedback Circuit Failure
B1959,Seat Recline Forward/Backward Potentiometer Feedback Circuit Open
B1960,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Battery
B1961,Seat Recline Forward/Backward Potentiometer Feedback Circuit Short To Ground
B1962,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Failure
B1963,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Open
B1964,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Battery
B1965,Seat Horizontal Forward/Rearward Potentiometer Feedback Circuit Short To Ground
B1966,A/C Post Heater Sensor Circuit Failure
B1967,A/C Post Heater Sensor Circuit Short To Ground
B1968,A/C Water Pump Detection Circuit Failure
B1969,A/C Clutch Magnetic Control Circuit Failure
B1970,Passenger Seatback Forward Switch Circuit Short to Ground
B1971,Passenger Seatback Rearward Switch Circuit Short to Ground
B1972,Passenger Rear Seat Up Switch Circuit Short to Battery
B1973,Passenger Rear Seat Down Switch Circuit Short to Battery
B1974,Passenger’s Seat Recline Forward Switch Circuit Short to Battery
B1975,Passenger’s Seat Recline Back Switch Circuit Short to Battery
B1976,Passenger’s Seat Forward Switch Circuit Short to Battery
B1977,Passenger’s Front Seat Up Switch Circuit Short to Battery
B1978,Passenger’s Front Seat Down Switch Circuit Short to Battery
B1979,Passenger Seat Rearward Switch Circuit Short to Battery
B1980,Bulb – Outage Condition Detected
B1981,Memory Off Switch Circuit Short to Battery
B1982,Driver’s Door Unlock Relay Circuit Failure
B1983,Driver’s Door Unlock Relay Circuit Short to Battery
B1984,Seat Switch Lumbar Inflate Circuit Failure
B1985,Seat Switch Lumbar Deflate Circuit Failure
B1986,Driver’s Seat Seatback Autoglide Rearward Switch Circuit Failure
B1987,Pedal Forward /Rearward Motor Stalled
B1988,Pedal Position Forward Switch Circuit Short to Battery
B1989,Pedal Position Rearward Switch Circuit Short to Battery
B1990,Pedal Forward /Rearward Potentiometer Feedback Circuit Failure
B1991,Pedal Forward /Rearward Potentiometer Feedback Circuit Short to Battery
B1992,"Driver Side, Side mount Airbag Circuit Short to Vbatt"
B1993,"Driver Side, Side mount Airbag Circuit Short to Ground"
B1994,"Driver Side, Side mount Airbag Circuit Open"
B1995,"Driver Side, Side mount Airbag Low resistance on Squib"
B1996,"Passenger Side, Side mount Airbag Circuit Short to Vbatt"
B1997,"Passenger Side, Side mount Airbag Circuit Short to Ground"
B1998,"Passenger Side, Side mount Airbag Circuit Open"
B1999,"Passenger Side, Side mount Airbag Low resistance on Squib"
B2100,Door Driver Key Cylinder Switch Failure
B2101,Head Rest Switch Circuit Failure
B2102,Antenna Circuit Short to Ground
B2103,Antenna Not Connected
B2104,Door Passenger Key Cylinder Switch Failure
B2105,Throttle Position Input Out of Range Low
B2106,Throttle Position Input Out of Range High
B2107,Front Wiper Motor Relay Circuit Short to Vbatt
B2108,Trunk Key Cylinder Switch Failure
B2109,Heated Wind Shield Relay Short to Vbatt (changed from Failure 2/6/97)
B2110,Front Wiper Motor Relay Circuit Open (changed from Failure 2/6/97)
B2111,All Door Lock Input Short to Ground
B2112,Door Driver Set Switch Stuck Failure
B2113,Heated Windshield Input Short to Ground
B2114,Front Washer Input Short to Ground
B2115,Rear Washer Input Short to Ground
B2116,Door Driver Reset Switch Stuck Failure
B2117,"Driver Side, Side mount Airbag Low capacitance on Squib"
B2118,"Passenger Side, Side mount Airbag Low capacitance on Squib"
B2119,Compressor Failure
B2120,Door Passenger Set Switch Stuck Failure
B2122,Driver Side Satellite Communication Circuit Short to Ground
B2123,Passenger Side Satellite Communication Circuit Short to Ground
B2124,Door Passenger Reset Switch Stuck Failure
B2128,Central Lock Motor Failure
B2129,Central Lock Feedback Failure
B2130,Double Lock Timeout Failure
B2131,Double Lock Feedback Failure
B2132,Dimmer switch Circuit Short to Gnd
B2133,Brake Motor Warning lamp Circuit Failure
B2134,Brake Motor Warning lamp Circuit Short to Vbatt
B2135,Park Brake Applied Warning Lamp Circuit Failure
B2136,Park Brake Applied Warning Lamp Circuit Short To Battery
B2139,Data Mismatch (receive data does not match what was expected)
B2141,NVM Configuration Failure
B2142,NVM TIC Failure
B2143,NVM Memory Failure
B2144,NVM Alarm Data Failure
B2145,NVM RF HR Failure
B2146,Seat Recline Motor Position Out of Range
B2148,PWM Input Circuit Failure
B2149,Seat Front Vertical Motor Position Out of Range
B2150,Power Supply #1 Circuit Short to Ground
B2151,Power Supply #2 Circuit Short to Ground
B2152,Seat Rear Vertical Motor Position Out of Range
B2153,Rear Echo Sensor Circuit Failure
B2154,Front Echo Sensor Circuit Failure
B2155,Seat Horizontal Motor Position Out of Range
B2156,Rear Doppler Sensor Circuit Failure
B2157,Front Doppler Sensor Circuit Failure
B2158,Seat Recline Motor Memory Position Out of Range
B2159,Memory #1 output Short to Ground
B2160,Memory #1 output Short to VBatt
B2161,Seat Front Vertical Motor Memory Position Out of Range
B2162,Data Mismatch #2 (receive data does not match what was expected)
B2163,Clutch Position Fault
B2164,Seat Rear Vertical Motor Memory Position Out of Range
B2165,Gear shift position Fault
B2166,Gear select position Fault
B2167,Seat Horizontal Motor Memory Position Out of Range
B2168,Unable to confirm Unlock Condition
B2169,Unable to confirm lock Condition
B2170,Steering Column Lock Switch Circuit Failure
B2172,Inertia Switch input Circuit Open
B2174,Window Driver Rear Remote Up Switch Short to Battery
B2175,A/C Request Signal Circuit Short to Ground
B2176,Overdrive switch circuit short to Vbatt
B2177,Interior Scanning Sensor Circuit Failure
B2178,Window Driver Rear Remote Down Switch Short to Battery
B2179,Front Wiper Select Switch « A » Short to Ground
B2180,Front Wiper Select Switch « B » Short to Ground
B2181,Front Wiper Select Switch « C » Short to Ground
B2182,Window Passenger Front Remote Up Switch Short to Battery
B2183,Front Wiper Select Switch « H » Short to Ground
B2184,Front Wiper Select Switch « W » Short to Ground
B2185,Rear Wiper Select Switch « D » Short to Ground
B2186,Window Passenger Front Remote Down Switch Short to Battery
B2187,Rear Wiper Select Switch « B » Short to Ground
B2188,Rear Wiper Select Switch « E » Short to Ground
B2190,Window Passenger Rear Remote Up Switch Short to Battery
B2194,Window Passenger Rear Remote Down Switch Short to Battery
B2195,Driver Window Up /Down Power Circuit Short to Ground
B2196,Passenger Window Up /Down Power Circuit Short to Ground
B2197,TV Module Error
B2198,TrafficMaster Module Error
B2199,VICS Module Error
B2200,No Communication to TV Module (No Fitting of TV)
B2201,No Communication With Traffic MasterModule
B2202,No Communication to VICS Module (No Fitting of VICS)
B2203,CD-ROM Error
